input,Conductivity [S/cm]
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|1.16$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$29,-4.045757490560675
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|1.16$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$24,-4.3851027839668655
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|7.5$1.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$99,-2.910094888560602
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|7.5$1.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$94,-2.939302159646388
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|7.5$1.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$90,-2.9318141382538383
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|7.5$1.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$85,-2.9706162223147903
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|7.5$1.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$80,-3.0043648054024503
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|7.5$1.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$75,-3.0043648054024503
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|7.5$1.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$69,-3.034798298974088
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|7.5$1.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$64,-3.0741724253752576
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|7.5$1.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$60,-3.104577453960592
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|7.5$1.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$54,-3.148130399270234
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|7.5$1.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$49,-3.178486471595227
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|7.5$1.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$44,-3.218244625347531
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|7.5$1.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$40,-3.2700257143004445
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|7.5$1.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$34,-3.3575354797578787
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|7.5$1.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$30,-3.42712839779952
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|7.5$1.09$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$24,-3.684029654543082
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|3.49$1.01$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$99,-2.350665141287858
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|3.49$1.01$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$95,-2.337242168318426
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|3.49$1.01$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$90,-2.34582345812204
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|3.49$1.01$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$85,-2.337242168318426
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|3.49$1.01$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$80,-2.3242216583259148
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|3.49$1.01$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$75,-2.316052869248488
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|3.49$1.01$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$70,-2.33348201944512
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|3.49$1.01$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$30,-3.560667306169737
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|3.49$1.01$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$24,-3.8416375079047502
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|2.16$0.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$99,-3.065501548756432
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|2.16$0.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$95,-3.078313524516398
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|2.16$0.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$89,-3.1567672219019904
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|2.16$0.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$85,-3.1958605676646497
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|2.16$0.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$79,-3.152427340857888
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|2.16$0.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$74,-3.104577453960592
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|2.16$0.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$70,-3.109020403010311
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|2.16$0.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$65,-3.113509274827518
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|2.16$0.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$60,-3.1396619934290064
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|2.16$0.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$54,-3.152427340857888
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|2.16$0.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$49,-3.2350770153501114
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|2.16$0.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$44,-3.3353580244438743
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|2.16$0.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$40,-3.4145392704914994
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|2.16$0.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$34,-3.562249437179612
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|2.16$0.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$30,-3.903089986991944
*CCO*NAN_ratioNAN_ratioNAN_ratio$600000$NAN_Mn$NAN_Mw/Mn$13621$S_1$65$NAN_Tg|O=C1OCCO1NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_4$35$NAN_Tg|F[P-](F)(F)(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$200$NAN_Tg|2.16$0.94$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$24,-4.151195298948196
*CCO*NAN_ratioNAN_ratioNAN_ratio$6000000$NAN_Mn$NAN_Mw/Mn$136209$S_1$65$NAN_Tg|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$25,-6.815308569182402
*CCO*NAN_ratioNAN_ratioNAN_ratio$6000000$NAN_Mn$NAN_Mw/Mn$136209$S_1$65$NAN_Tg|O=S(=O)([O-])C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$300$NAN_Tg|5.35$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$25,-6.698970004336019
*CCO*NAN_ratioNAN_ratioNAN_ratio$6000000$NAN_Mn$NAN_Mw/Mn$136209$S_1$65$NAN_Tg|O=S(=O)([O-])C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$300$NAN_Tg|2.55$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$25,-6.5951662833800615
*CCO*NAN_ratioNAN_ratioNAN_ratio$6000000$NAN_Mn$NAN_Mw/Mn$136209$S_1$65$NAN_Tg|O=S(=O)([O-])C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$300$NAN_Tg|1.6$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$25,-6.0
*CCO*NAN_ratioNAN_ratioNAN_ratio$6000000$NAN_Mn$NAN_Mw/Mn$136209$S_1$65$NAN_Tg|O=S(=O)([O-])C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$300$NAN_Tg|1.13$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$25,-6.205511953340831
*CCO*NAN_ratioNAN_ratioNAN_ratio$6000000$NAN_Mn$NAN_Mw/Mn$136209$S_1$65$NAN_Tg|O=S(=O)([O-])C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$300$NAN_Tg|1.6$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$Al2O3$5.0$25,-4.787812395596042
*CCO*NAN_ratioNAN_ratioNAN_ratio$6000000$NAN_Mn$NAN_Mw/Mn$136209$S_1$65$NAN_Tg|O=S(=O)([O-])C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$300$NAN_Tg|1.6$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$Al2O3$10.0$25,-4.6946486305533774
